LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC004415,2012-09-23,0.093,0.1408541666666666,1.026,48,0.185541529397614,6.761,0.038
MAC004415,2012-09-24,0.09,0.1091875,0.412,48,0.0733686860707255,5.241000000000001,0.038
MAC004415,2012-09-25,0.065,0.1255833333333333,0.965,48,0.168458572890019,6.028000000000001,0.036
MAC004415,2012-09-26,0.104,0.1790416666666666,0.908,48,0.2038170809384471,8.593999999999998,0.035
MAC004415,2012-09-27,0.0715,0.1423958333333333,0.905,48,0.1846704643623376,6.835000000000001,0.036
MAC004415,2012-09-28,0.0885,0.1718124999999999,1.237,48,0.2319614472965601,8.246999999999998,0.035
MAC004415,2012-09-29,0.0945,0.1937291666666667,1.229,48,0.2493785245222768,9.299,0.04
MAC004415,2012-09-30,0.0925,0.1118749999999999,0.752,48,0.1087166187456607,5.369999999999997,0.033
MAC004415,2012-10-01,0.0799999999999999,0.1306874999999999,0.797,48,0.1610319323757895,6.273,0.038
MAC004415,2012-10-02,0.0715,0.0994583333333333,0.5870000000000001,48,0.0936737112769488,4.774,0.037
MAC004415,2012-10-03,0.0804999999999999,0.1326458333333333,0.638,48,0.1258711752079361,6.367000000000001,0.036
MAC004415,2012-10-04,0.0935,0.1632916666666666,0.985,48,0.2075289221918219,7.837999999999999,0.036
MAC004415,2012-10-05,0.0925,0.1298333333333333,0.7,48,0.1155050580698365,6.232000000000002,0.037
MAC004415,2012-10-06,0.078,0.1433958333333333,1.045,48,0.1962238994253089,6.882999999999999,0.039
MAC004415,2012-10-07,0.0995,0.1387291666666666,0.87,48,0.1599558103316827,6.659000000000002,0.039
MAC004415,2012-10-08,0.0525,0.0667291666666666,0.222,48,0.0411896183900818,3.2029999999999994,0.036
MAC004415,2012-10-09,0.052,0.0575416666666666,0.107,48,0.0162794196317343,2.762,0.036
MAC004415,2012-10-10,0.052,0.0570208333333333,0.112,48,0.0189730935838582,2.737,0.036
MAC004415,2012-10-11,0.0535,0.0591041666666666,0.114,48,0.0195494349739683,2.837,0.035
MAC004415,2012-10-12,0.062,0.0867083333333333,0.606,48,0.0920097030806692,4.162,0.036
MAC004415,2012-10-13,0.0835,0.1175208333333333,0.5770000000000001,48,0.1106047187603528,5.641000000000001,0.038
MAC004415,2012-10-14,0.09,0.1368958333333333,0.872,48,0.1551327831497953,6.571000000000001,0.037
MAC004415,2012-10-15,0.0945,0.1186666666666666,0.453,48,0.0916708574154882,5.696000000000001,0.036
MAC004415,2012-10-16,0.0745,0.1166666666666666,0.606,48,0.1059828033688913,5.599999999999999,0.038
MAC004415,2012-10-17,0.099,0.1423750020833333,1.0470001,48,0.1556629905129209,6.834000099999999,0.04
MAC004415,2012-10-18,0.0895,0.165125,0.951,48,0.2135195068073032,7.926,0.042
MAC004415,2012-10-19,0.0955,0.1438125,0.941,48,0.1633889311402364,6.903000000000001,0.039
MAC004415,2012-10-20,0.0985,0.158875,0.754,48,0.1724271816701862,7.625999999999999,0.039
MAC004415,2012-10-21,0.104,0.1758125,0.86,48,0.1936130882082405,8.439000000000002,0.041
MAC004415,2012-10-22,0.105,0.1430833333333333,0.838,48,0.1386615093830914,6.867999999999999,0.038
MAC004415,2012-10-23,0.0625,0.0856249999999999,0.277,48,0.0549288224151482,4.109999999999999,0.038
MAC004415,2012-10-24,0.1005,0.1492916666666666,0.998,48,0.1588573504796628,7.166,0.044
MAC004415,2012-10-25,0.092,0.1450208333333333,0.895,48,0.181853985101133,6.961000000000001,0.038
MAC004415,2012-10-26,0.103,0.1276875,0.51,48,0.094030134655887,6.129000000000002,0.033
MAC004415,2012-10-27,0.0735,0.1426041666666666,0.7979999999999999,48,0.1941435901576222,6.8450000000000015,0.031
MAC004415,2012-10-28,0.102,0.1589166666666666,0.957,48,0.1902414852103385,7.627999999999999,0.033
MAC004415,2012-10-29,0.0969999999999999,0.1353125,0.8370000000000001,48,0.1437049513131502,6.495,0.034
MAC004415,2012-10-30,0.1065,0.1753124999999999,0.952,48,0.2078397660484244,8.415,0.038
MAC004415,2012-10-31,0.105,0.1664791687499999,1.159,48,0.2151440959613793,7.991000099999997,0.042
MAC004415,2012-11-01,0.0849999999999999,0.1456249999999999,0.6579999999999999,48,0.1440144237752564,6.989999999999998,0.04
MAC004415,2012-11-02,0.1005,0.1278333333333333,0.643,48,0.1057651620503939,6.136,0.033
MAC004415,2012-11-03,0.0935,0.1877916666666667,0.708,48,0.1955700841167136,9.014000000000005,0.033
MAC004415,2012-11-04,0.1,0.1935,0.934,48,0.234074456239526,9.288000000000002,0.035
MAC004415,2012-11-05,0.103,0.1427083333333333,0.77,48,0.150239802405855,6.850000000000002,0.03
MAC004415,2012-11-06,0.072,0.1939375,0.971,48,0.2499058040627614,9.309,0.036
MAC004415,2012-11-07,0.088,0.1565208333333333,0.8440000000000001,48,0.173824928993848,7.513,0.032
MAC004415,2012-11-08,0.0695,0.1399791666666666,1.154,48,0.2108403136371456,6.718999999999999,0.033
MAC004415,2012-11-09,0.0935,0.1386458333333333,0.633,48,0.1304643897910311,6.655000000000001,0.035
MAC004415,2012-11-10,0.111,0.211375,0.977,48,0.2415552115206085,10.146000000000004,0.035
MAC004415,2012-11-11,0.104,0.1823125,1.046,48,0.2235616109330462,8.751,0.033
MAC004415,2012-11-12,0.1015,0.1410625,0.522,48,0.1072575754900324,6.771000000000003,0.031
MAC004415,2012-11-13,0.074,0.1410208333333333,0.909,48,0.1754658831581862,6.768999999999999,0.034
MAC004415,2012-11-14,0.0995,0.1627916666666666,1.125,48,0.1996118529646264,7.813999999999999,0.043
MAC004415,2012-11-15,0.0839999999999999,0.1401041666666667,0.8220000000000001,48,0.1741266645330876,6.725000000000001,0.039
MAC004415,2012-11-16,0.1065,0.125375,0.722,48,0.1106023402083991,6.017999999999999,0.033
MAC004415,2012-11-17,0.0849999999999999,0.1462916666666666,0.956,48,0.1862621075126002,7.021999999999999,0.035
MAC004415,2012-11-18,0.095,0.1642291666666666,1.071,48,0.1983621488841283,7.882999999999999,0.031
MAC004415,2012-11-19,0.098,0.1807083333333332,1.42,48,0.2614067474046002,8.673999999999998,0.03
MAC004415,2012-11-20,0.0795,0.1059583333333333,0.49,48,0.0788340455487897,5.086,0.039
MAC004415,2012-11-21,0.1005,0.1390208333333333,0.846,48,0.1408478112705919,6.672999999999999,0.038
MAC004415,2012-11-22,0.0705,0.1402291687499999,1.0190001,48,0.1951104790647314,6.7310000999999975,0.033
MAC004415,2012-11-23,0.084,0.1577708354166667,1.1390001,48,0.2042660278048207,7.573000100000002,0.033
MAC004415,2012-11-24,0.1255,0.224625,1.021,48,0.2447505569071968,10.782,0.031
MAC004415,2012-11-25,0.095,0.153,1.145,48,0.2005055313080075,7.344000000000002,0.038
MAC004415,2012-11-26,0.131,0.169375,0.905,48,0.1779138717039254,8.13,0.033
MAC004415,2012-11-27,0.0855,0.124125,0.6940000000000001,48,0.1142421141186466,5.957999999999999,0.039
MAC004415,2012-11-28,0.1064999999999999,0.1680625000000001,1.219,48,0.2056306755667611,8.067000000000004,0.033
MAC004415,2012-11-29,0.092,0.1478333333333333,1.045,48,0.2010463409407736,7.096000000000001,0.034
MAC004415,2012-11-30,0.0969999999999999,0.1505833333333333,0.836,48,0.1727182964514124,7.228000000000002,0.027
MAC004415,2012-12-01,0.103,0.1354166666666667,0.895,48,0.14230097461327,6.500000000000003,0.025
MAC004415,2012-12-02,0.099,0.1672916666666666,1.145,48,0.2195562214950037,8.03,0.028
MAC004415,2012-12-03,0.103,0.1253333333333333,0.539,48,0.0946312739752794,6.016000000000001,0.029
MAC004415,2012-12-04,0.077,0.157875,0.733,48,0.177457171938303,7.577999999999999,0.029
MAC004415,2012-12-05,0.1095,0.1569999999999999,1.041,48,0.1747853394699252,7.535999999999999,0.028
MAC004415,2012-12-06,0.0965,0.1464791645833333,1.0599999,48,0.1955003290230952,7.030999900000002,0.036
MAC004415,2012-12-07,0.118,0.1865625,1.0659999999999998,48,0.2276397776116112,8.955000000000002,0.031
MAC004415,2012-12-08,0.11,0.2119375,1.155,48,0.2628643697074636,10.173,0.029
MAC004415,2012-12-09,0.117,0.1634791666666667,0.848,48,0.1745646243297189,7.847000000000001,0.029
MAC004415,2012-12-10,0.0965,0.1494791666666667,0.929,48,0.1924846486924853,7.1750000000000025,0.027
MAC004415,2012-12-11,0.103,0.1581875,0.9,48,0.1830648828415412,7.593,0.034
MAC004415,2012-12-12,0.077,0.09475,0.233,48,0.0610982814815605,4.547999999999999,0.027
MAC004415,2012-12-13,0.0695,0.0848125,0.3720000000000001,48,0.0644702326989388,4.0710000000000015,0.023
MAC004415,2012-12-14,0.123,0.1804791666666666,1.011,48,0.2107038851476452,8.663,0.025
MAC004415,2012-12-15,0.0895,0.1445208333333333,0.952,48,0.1748471660383181,6.936999999999999,0.034
MAC004415,2012-12-16,0.1005,0.1568333333333333,0.98,48,0.1853472110728463,7.528,0.031
MAC004415,2012-12-17,0.0985,0.1566666666666666,0.787,48,0.1735323053293184,7.52,0.03
MAC004415,2012-12-18,0.068,0.1182708333333333,0.845,48,0.1317259792117363,5.6770000000000005,0.031
MAC004415,2012-12-19,0.089,0.14725,0.989,48,0.1913586918228963,7.068000000000001,0.034
MAC004415,2012-12-20,0.0965,0.1256041666666666,0.499,48,0.0994300223472349,6.029,0.03
MAC004415,2012-12-21,0.1015,0.1334791666666666,0.762,48,0.1307599700577494,6.407,0.032
MAC004415,2012-12-22,0.1235,0.2287083333333333,1.008,48,0.2622560027776444,10.978,0.03
MAC004415,2012-12-23,0.1115,0.1916041666666667,0.737,48,0.1867184408473953,9.197,0.042
MAC004415,2012-12-24,0.111,0.1584583333333333,0.747,48,0.153054010538254,7.606000000000001,0.04
MAC004415,2012-12-25,0.0814999999999999,0.1750208333333333,1.1,48,0.2532003234833177,8.401000000000002,0.034
MAC004415,2012-12-26,0.1145,0.1839166666666666,1.133,48,0.2183377077142861,8.827999999999998,0.031
MAC004415,2012-12-27,0.0975,0.1648749999999999,1.0,48,0.1928176986005616,7.913999999999999,0.035
MAC004415,2012-12-28,0.113,0.1371666666666667,0.799,48,0.1342817510031883,6.5840000000000005,0.031
MAC004415,2012-12-29,0.1115,0.1398125,0.695,48,0.1128181847892835,6.711000000000001,0.032
MAC004415,2012-12-30,0.1035,0.1435833333333333,0.899,48,0.1607373744531722,6.892,0.03
MAC004415,2012-12-31,0.1065,0.1563125,0.934,48,0.1815555897813423,7.502999999999999,0.031
MAC004415,2013-01-01,0.0695,0.0788958333333333,0.235,48,0.0459714247893527,3.787,0.033
MAC004415,2013-01-02,0.1035,0.1632499999999999,0.922,48,0.1863280680310141,7.8359999999999985,0.034
MAC004415,2013-01-03,0.0829999999999999,0.1471875,0.88,48,0.1753277364240309,7.065,0.034
MAC004415,2013-01-04,0.1265,0.219125,1.154,48,0.2714186234379214,10.518000000000002,0.033
MAC004415,2013-01-05,0.125,0.1873958333333333,0.916,48,0.1888385260439186,8.995000000000003,0.034
MAC004415,2013-01-06,0.099,0.1766666666666667,0.951,48,0.2217676888129072,8.480000000000002,0.04
MAC004415,2013-01-07,0.106,0.1491041666666666,0.746,48,0.1438280947288579,7.157,0.031
MAC004415,2013-01-08,0.0735,0.1376458333333333,0.853,48,0.169285543687045,6.607,0.041
MAC004415,2013-01-09,0.108,0.1440416666666666,0.545,48,0.123570629012763,6.914,0.032
MAC004415,2013-01-10,0.092,0.1391458333333333,0.8009999999999999,48,0.1703074803248815,6.678999999999999,0.032
MAC004415,2013-01-11,0.098,0.148125,0.8859999999999999,48,0.1729136575829781,7.11,0.027
MAC004415,2013-01-12,0.111,0.1904375,0.8320000000000001,48,0.2032475595886046,9.141,0.035
MAC004415,2013-01-13,0.119,0.1910625,0.851,48,0.1965917474350703,9.171,0.03
MAC004415,2013-01-14,0.104,0.1302499999999999,0.523,48,0.1072607679462791,6.251999999999999,0.027
MAC004415,2013-01-15,0.077,0.1056595744680851,0.388,47,0.077488085085707,4.966,0.028
MAC004415,2013-01-16,0.0985,0.1614583333333333,0.777,48,0.1697348317834833,7.750000000000003,0.023
MAC004415,2013-01-17,0.067,0.1270625,1.072,48,0.2015980207444634,6.098999999999998,0.025
MAC004415,2013-01-18,0.1095,0.1690625,0.8959999999999999,48,0.1815483531219068,8.115000000000002,0.026
MAC004415,2013-01-19,0.111,0.1653333333333333,1.069,48,0.2061965942031849,7.935999999999999,0.024
MAC004415,2013-01-20,0.108,0.1594583333333334,0.965,48,0.1737458351967809,7.6540000000000035,0.027
MAC004415,2013-01-21,0.1135,0.1452916666666666,0.905,48,0.1646362797500268,6.974,0.023
MAC004415,2013-01-22,0.1005,0.1089791666666667,0.385,48,0.0708310815244909,5.2310000000000025,0.024
MAC004415,2013-01-23,0.141,0.2055833333333333,0.906,48,0.2268323810173808,9.868,0.025
MAC004415,2013-01-24,0.106,0.1511041666666666,0.942,48,0.1638736201666541,7.252999999999999,0.04
MAC004415,2013-01-25,0.115,0.1354166666666666,0.755,48,0.1246973925802462,6.5,0.022
MAC004415,2013-01-26,0.1015,0.1579374999999999,0.922,48,0.1895134202007082,7.580999999999999,0.026
MAC004415,2013-01-27,0.133,0.1999166666666666,0.93,48,0.2111336002703515,9.595999999999997,0.029
MAC004415,2013-01-28,0.093,0.1085208333333333,0.331,48,0.0680031255800237,5.2090000000000005,0.028
MAC004415,2013-01-29,0.0844999999999999,0.1386458333333333,1.126,48,0.2017192582060663,6.655,0.037
MAC004415,2013-01-30,0.0925,0.1477708333333333,0.862,48,0.1577501714040722,7.092999999999999,0.033
MAC004415,2013-01-31,0.0829999999999999,0.144125,0.939,48,0.1882113597991545,6.917999999999999,0.033
MAC004415,2013-02-01,0.1095,0.1468125,0.551,48,0.1133038949303287,7.0470000000000015,0.031
MAC004415,2013-02-02,0.0955,0.1801666666666666,0.998,48,0.2216047212544658,8.648,0.041
MAC004415,2013-02-03,0.1165,0.174,0.965,48,0.1955623642163091,8.352,0.026
MAC004415,2013-02-04,0.0995,0.1176458333333333,0.442,48,0.0795977893372415,5.646999999999999,0.034
MAC004415,2013-02-05,0.08,0.1450625,0.6829999999999999,48,0.1585265138237335,6.963000000000001,0.032
MAC004415,2013-02-06,0.115,0.1573958333333333,0.847,48,0.1587932872239122,7.554999999999999,0.036
MAC004415,2013-02-07,0.0814999999999999,0.1577083333333333,0.895,48,0.1922372158639439,7.57,0.034
MAC004415,2013-02-08,0.0995,0.1214583333333333,0.536,48,0.0980950382273369,5.829999999999999,0.03
MAC004415,2013-02-09,0.0969999999999999,0.179,0.8590000000000001,48,0.2068426269907282,8.592,0.027
MAC004415,2013-02-10,0.1115,0.1642499999999999,0.956,48,0.1989919810209404,7.883999999999999,0.028
MAC004415,2013-02-11,0.095,0.1191666666666666,0.38,48,0.0857309828384098,5.7200000000000015,0.027
MAC004415,2013-02-12,0.0765,0.1363958333333333,0.789,48,0.1593311471444131,6.547000000000001,0.023
MAC004415,2013-02-13,0.0945,0.1393125,0.605,48,0.1412113485057362,6.687,0.023
MAC004415,2013-02-14,0.0865,0.1421041666666667,0.7979999999999999,48,0.1717743744769584,6.821000000000002,0.024
MAC004415,2013-02-15,0.098,0.1204791666666666,0.433,48,0.085179657341543,5.783,0.03
MAC004415,2013-02-16,0.1095,0.2247291666666665,0.961,48,0.2666948802118362,10.786999999999995,0.035
MAC004415,2013-02-17,0.094,0.1575416666666667,0.995,48,0.189848198970868,7.562000000000001,0.026
MAC004415,2013-02-18,0.098,0.1717708333333333,0.795,48,0.1910606720594309,8.245,0.036
MAC004415,2013-02-19,0.079,0.1495833333333333,0.84,48,0.166735723282204,7.1800000000000015,0.033
MAC004415,2013-02-20,0.1105,0.1555625,0.8420000000000001,48,0.1747032628578856,7.467,0.027
MAC004415,2013-02-21,0.111,0.18925,0.868,48,0.193473237469737,9.084,0.036
MAC004415,2013-02-22,0.1075,0.1269791666666667,0.631,48,0.1066899444070932,6.095000000000002,0.03
MAC004415,2013-02-23,0.1045,0.1886874979166667,1.0599999,48,0.2244237129655055,9.0569999,0.024
MAC004415,2013-02-24,0.067,0.0873749999999999,0.293,48,0.0612325963116364,4.193999999999999,0.026
MAC004415,2013-02-25,0.1045,0.1331249999999999,0.512,48,0.1083498323497215,6.389999999999999,0.022
MAC004415,2013-02-26,0.0925,0.1413541666666667,0.954,48,0.1890731581457444,6.785000000000001,0.022
MAC004415,2013-02-27,0.0995,0.163625,1.104,48,0.2095613072333767,7.854,0.027
MAC004415,2013-02-28,0.0655,0.1248958333333333,0.7709999999999999,48,0.1667722666345928,5.994999999999997,0.027
MAC004415,2013-03-01,0.1115,0.1987291666666666,1.031,48,0.247567290623226,9.539,0.024
MAC004415,2013-03-02,0.102,0.1665,1.24,48,0.2185398352119541,7.992000000000001,0.026
MAC004415,2013-03-03,0.106,0.1650208312499999,1.097,48,0.2112508245166255,7.920999899999999,0.027
MAC004415,2013-03-04,0.069,0.1317291666666666,0.775,48,0.1496827481330179,6.323,0.033
MAC004415,2013-03-05,0.067,0.1420833333333333,0.892,48,0.1804698163403761,6.820000000000002,0.027
MAC004415,2013-03-06,0.092,0.1195208333333333,0.407,48,0.0839850517558911,5.737000000000003,0.038
MAC004415,2013-03-07,0.0745,0.13775,0.984,48,0.18191540002418,6.612,0.035
MAC004415,2013-03-08,0.1525,0.2283333333333334,1.04,48,0.2419477113664458,10.960000000000004,0.031
MAC004415,2013-03-09,0.1025,0.1905416666666667,0.821,48,0.2078770051996616,9.146,0.04
MAC004415,2013-03-10,0.0985,0.1797708333333333,0.943,48,0.2150700271493314,8.629000000000001,0.026
MAC004415,2013-03-11,0.09,0.1114166666666666,0.405,48,0.0819825703669483,5.348,0.021
MAC004415,2013-03-12,0.069,0.0941875,0.358,48,0.0725571399920765,4.521000000000001,0.02
MAC004415,2013-03-13,0.088,0.1454791666666666,0.764,48,0.151851129446522,6.982999999999999,0.024
MAC004415,2013-03-14,0.0785,0.1378541666666666,0.725,48,0.166847234189655,6.617000000000001,0.024
MAC004415,2013-03-15,0.12,0.1784166666666666,0.961,48,0.2025733209349393,8.564,0.026
MAC004415,2013-03-16,0.0849999999999999,0.1433125,0.8740000000000001,48,0.1783157796921911,6.879,0.033
MAC004415,2013-03-17,0.092,0.1465,0.949,48,0.1759608273621076,7.032,0.029
MAC004415,2013-03-18,0.113,0.1261249999999999,0.45,48,0.090041745637492,6.053999999999999,0.024
MAC004415,2013-03-19,0.093,0.2299791666666667,1.51,48,0.3112686798348,11.039,0.03
MAC004415,2013-03-20,0.104,0.1583541666666666,0.98,48,0.1903090979123881,7.601,0.028
MAC004415,2013-03-21,0.0705,0.1439583333333333,0.919,48,0.1778669067725154,6.910000000000003,0.026
MAC004415,2013-03-22,0.104,0.1541458333333333,0.853,48,0.1642700150806894,7.399000000000001,0.027
MAC004415,2013-03-23,0.1145,0.1562291666666666,0.679,48,0.1502558441647903,7.499,0.026
MAC004415,2013-03-24,0.1005,0.1599374999999999,0.903,48,0.1834179515391241,7.677,0.024
MAC004415,2013-03-25,0.1015,0.1585,0.784,48,0.1683579014442844,7.608000000000001,0.02
MAC004415,2013-03-26,0.072,0.1281666666666666,0.848,48,0.1690040076741645,6.151999999999999,0.023
MAC004415,2013-03-27,0.0955,0.12525,0.72,48,0.1212490842255392,6.0120000000000005,0.028
MAC004415,2013-03-28,0.0885,0.141625,0.927,48,0.177227060154661,6.798000000000001,0.021
MAC004415,2013-03-29,0.108,0.1755416666666667,0.762,48,0.1865135849633654,8.426000000000002,0.025
MAC004415,2013-03-30,0.098,0.2101666666666666,1.061,48,0.2826733573408619,10.088,0.029
MAC004415,2013-03-31,0.106,0.1686666666666666,1.225,48,0.2260326029329674,8.096,0.024
MAC004415,2013-04-01,0.0854999999999999,0.1861666666666666,1.16,48,0.2509358935964232,8.935999999999998,0.025
MAC004415,2013-04-02,0.0995,0.1160833333333333,0.5710000000000001,48,0.0960662079612635,5.572000000000001,0.022
MAC004415,2013-04-03,0.0935,0.1352083333333333,0.93,48,0.1776793619803911,6.49,0.027
MAC004415,2013-04-04,0.0824999999999999,0.144375,0.8540000000000001,48,0.1835892298560809,6.9300000000000015,0.027
